CaseID;Document;Entities;Annotations;Context
Case15;REGDOC-2-11-1-Waste-Management-Volume-III-Safety-Case-Long-Term-Radioactive-Management-ver2-eng.pdf.txt;sound volume;      Waste Management Waste Management, <B>Volume</B> III: Safety Case for Long-Term Radioactive Waste
Case16;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;participant threat; practitioner ? as a result of a person?s voluntarily <B>participation</B> in a biomedical research study
Case17;REGDOC-3-1-3-reporting-requirements-for-class-II-facilities-draft2-eng.pdf.txt;weather incident; Substances and <B>Radiation</B> Devices, incorporates and clarifies requirements found in the Nuclear Safety Control
Case18;RD-58_pdf_e.pdf.txt;safety systems blackout; SCREENING FOR RADIOIODINE    Published by the Canadian Nuclear <B>Safety</B> Commission July 2008  Thyroid
Case19;REGDOC-2-4-1-Deterministic-Safety-Analysis-eng.pdf.txt;object throwing; of safety analysis.  3. Deterministic Safety Analysis <B>Objectives</B> Safety analysis is an essential element
Case20;S260_e.pdf.txt;safety at work; FILED WITH THE NATIONAL DOSE REGISTRY              Published by the Canadian Nuclear <B>Safety</B> Commission
Case21;G-313_e.pdf.txt;weather incident; on <B>several</B> factors, including the frequency with which they may be required to enter areas where
Case22;rd-364-e.pdf.txt;traffic accident;........................................................................................................... 24 2.7 Hypothetical <B>Accident</B>
Case23;REGDOC-3-5-1-Licensing-Process-for-Class-I-Nuclear-Facilities-and-Uranium-Mines-and-Mills-v2-eng.pdf.txt;affected safety systems; Facilities and Uranium Mines and Mills  Regulatory Document REGDOC-3.5.1   © Canadian Nuclear <B>Safety</B>
Case24;REGDOC-2-11-1-vol2-Management-of-Uranium-Mine-Waste-eng.pdf.txt;sickness of many persons; provision for the protection of the environment, the health and safety of <B>persons</B>
Case25;REGDOC-2-2-4-Fitness-for-Duty-Vol-II-Managing-Alcohol-and-Drug-Use-eng.pdf.txt;drugs;, Fitness for Duty, Volume II: Managing Alcohol and <B>Drug</B> Use, version 2, sets out requirements
Case26;REGDOC-2-11-1-vol2-Management-of-Uranium-Mine-Waste-eng.pdf.txt;death of many persons; provision for the protection of the environment, the health and safety of <B>persons</B>
Case27;REGDOC-2-14-1-vol2-Radiation-Protection-Programs-eng.pdf.txt;weather incident;      Packaging and Transport, Volume II:  <B>Radiation</B> Protection Program Design for the Transport
Case28;REGDOC-2_2_3__Volume_III__Certification_of_Persons_Working_at_Nuclear_Power_Plants.PDF.txt;internal threat;. Consistent with the CNSC?s regulatory philosophy and with <B>international</B> practice, licensees are first
Case29;PFUN-FNEP-2014-eng-Federal-Nuclear-Emergency-Plan.pdf.txt;internal threat; Foreign Affairs and <B>International</B> Trade Canada Human Resources and Skills Development Canada Natural
Case30;REGDOC-1-1-5-Supplemental-Information-for-Small-Modular-Reactor-Proponents-eng.pdf.txt;electrical power blackout; multiple reactor units with a combined <B>power</B> output equivalent to that of a traditional nuclear <B>power</B>
Case31;REGDOC-1-1-5-Supplemental-Information-for-Small-Modular-Reactor-Proponents-eng.pdf.txt;hazardous gas emission; of the operating organization 3. the need for effectively managed processes to control identified <B>hazards</B>
Case32;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;weather incident; Regulations states that ?Every licensee shall implement a <B>radiation</B> protection program and shall
Case33;REGDOC-2-5-4-Design-of-Uranium-Mines-and-Mills-Ventilation-Systems-eng.pdf.txt;portable building; circumstances. Typically, the information supplied at one stage serves as a <B>building</B> block for the next
Case34;REGDOC-3-3-1-Financial-Guarantees-for-Decomissioning-draft-eng.pdf.txt;weather incident; ......................................................................................................... 10 13.1 <B>Basis</B>
Case35;REGDOC-2-14-1-vol2-Radiation-Protection-Programs-eng.pdf.txt;damage to person; and equivalent dose received by and committed to <B>persons</B> as low as reasonably achievable, taking
Case36;RD-58_pdf_e.pdf.txt;weather incident; or to establish a <B>basis</B> for judgment that significant intakes (in relation to applicable dose limits
Case37;REGDOC-2-10-1-Emergency-Management-and-Fire-Protection-vol2-draft-eng.pdf.txt;weather incident; <B>Accident</B> in Goiânia. July 2018  REGDOC-2.10.1, Emergency Management and Fire Protection, Volume II
Case38;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;supervision; with the organization  ? ensuring the organization is fully engaged in the assessment ? <B>supervising</B>
Case39;REGDOC-2-11-1-Waste-Management-Volume-III-Safety-Case-Long-Term-Radioactive-Management-ver2-eng.pdf.txt;barrier; <B>barrier</B>, as well as the periods over which the functions are expected to perform. Each safety function
Case40;REGDOC-2-2-2-Personnel-Training-v2-ENG.pdf.txt;weather incident;, <B>design</B>, development, implementation, evaluation, documentation and management of training at nuclear
Case41;REGDOC-2-6-2-Maintenance-Programs-for-Nuclear-Power-Plants-eng.pdf.txt;political intentional disturbance; of the nuclear power plant. It is not the <B>intent</B> of this regulatory document to override
Case42;REGDOC1-4-1-licence-application-guide-class-II-nuclear-facilities-eng.pdf.txt;safety systems blackout; targets, dose rates and annual doses calculations, facility <B>safety</B> <B>systems</B>, if applicable, isotope
Case43;GD-52_Design_Guide_for_Nuclear_Substance_Laboratories_and_Nuclear_Medicine_Rooms.pdf.txt;data protection; Achievable (ALARA) pursuant to paragraph 4(a) of the Radiation <B>Protection</B> Regulations. This guidance
Case44;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;excessive number of injuries; Commission (CNSC) 2014 PWGSC catalogue <B>number</B>  CC172-111/2014E-PDF ISBN 978-1-100-24461-7 Extracts
Case45;REGDOC-2-2-3-Personnel-Certification-Exposure-Device-Operators-March-2017.pdf.txt;self protection; and fire <B>protection</B> 2.11 Waste management 2.12 Security 2.13 Safeguards and non-proliferation 2.14
Case46;REGDOC-2-13-2-version2-Import-and-Export-eng.pdf.txt;safety at work; in the Nuclear <B>Safety</B> and Control Act (NSCA), the General Nuclear <B>Safety</B> and Control Regulations (GNSCR
Case47;REGDOC-2-4-2-Probabilistic-Safety-Assessment-NPP-eng.pdf.txt;security regulations disregard; the boundary conditions for acceptable performance at a <B>regulated</B> facility or activity and establishes
Case48;REGDOC-2-2-2-Personnel-Training-v2-ENG.pdf.txt;damage to person; the consequence of human error poses a risk to the environment, the health and safety of <B>persons</B>
Case49;REGDOC-2-11-1-Waste-Management-Volume-I-Management-of-Radioactive-Waste-eng.pdf.txt;traffic accident; operation and in <B>accident</B> conditions of its intended use in the handling, processing, storage, disposal
Case50;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;structural analysis; instrument (e.g., several liquid scintillation counters for tritium <B>analysis</B>), the instruments
Case51;REGDOC-1-1-2-Licence-Application-Guide-Construct-Nuclear-Power-Plant-eng.pdf.txt;construction threat; permis: Permis de <B>construction</B> d'une centrale nucléaire. Document availability This document can
Case52;REGDOC-2-2-2-Personnel-Training-v2-ENG.pdf.txt;sound volume;, Revision 1, Washington, D.C., 1993. 11. Department of National Defence, A-A9-05000 (all <B>volumes</B>
Case53;REGDOC-3-5-4-Pre-Licensing-Review-eng.pdf.txt;weather incident;. For those areas, the vendor?s <B>anticipated</B> goal is to avoid a detailed revisit by the CNSC during
Case54;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;structural collapse; the following information: the applicant?s organizational management <B>structure</B> insofar as it may
Case55;April-2013-REGDOC-2-12-2-Site-Access-Security-Clearance-eng.pdf.txt;structural collapse; such as detecting deception, conducting a <B>structured</B> interview and analyzing statements. For further
Case56;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;construction threat; are achieved if all levels of the organization ? managers and workers ? contribute <B>constructively</B>
Case57;44019-G147E.pdf.txt;water damage; of tritiated <B>water</B>.  A monitoring program that consists only of non-routine radiobioassays is typically
Case58;REGDOC-2-4-1-Deterministic-Safety-Analysis-eng.pdf.txt;hazardous liquid emission; in the evaluation of event consequences. PSA and <B>hazard</B> analysis are outside the scope of this document
Case59;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;privacy protection; with the purpose of the Nuclear Safety and Control Act (NSCA) and the Radiation <B>Protection</B> Regulations
Case60;REGDOC-2-9-1-Environmental-Principles-Assessments-and-Protection-Measures-eng.pdf.txt;technical threat; for an environmental assessment under the NSCA For an EA under the NSCA, CNSC staff conduct a <B>technical</B>
Case61;REGDOC-2-7-2-Dosimetry-vol-I-ascertaining-occupational-dose-eng-draft.pdf.txt;technical threat; is provided in draft REGDOC-2.7.2, Dosimetry, Volume II: <B>Technical</B> and Quality Management System
Case62;REGDOC-2-9-1-Environmental-Principles-Assessments-and-Protection-Measures-eng.pdf.txt;privacy protection; sous le titre : <B>Protection</B> de l?environnement : Principes, évaluations environnementales et mesures
Case63;April-2013-REGDOC-2-12-2-Site-Access-Security-Clearance-eng.pdf.txt;barrier;.  protected area An area surrounded by a <B>barrier</B> that meets the requirements of section 9
Case64;REGDOC-1_2_1__Guidance_on_Deep_Geological_Repository_Site_Characterization.pdf.txt;water nearness; corrosivity toward engineered barriers ? potential for gas generation ? <B>water</B>-rock interaction  Any
Case65;REGDOC-2-12-3-Security-of-Nuclear-Substances-Sealed-Sources-ver2.pdf.txt;self protection;? .................................................................................................. 31 6.2.3 <B>Protected</B> and inner areas
Case66;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;water damage; ....................................................................................... 66 10.4.2  Metal-<B>water</B> mixtures
Case67;REGDOC-2-9-1-Environmental-Principles-Assessments-and-Protection-Measures-eng.pdf.txt;human stampede; ....................................................................................................... 48 B.7  <B>Human</B> health
Case68;G129rev1_e.pdf.txt;privacy protection;........................................................................................................... 4 7.1.2 Oversight of the Radiation <B>Protection</B> Program
Case69;GD-52_Design_Guide_for_Nuclear_Substance_Laboratories_and_Nuclear_Medicine_Rooms.pdf.txt;sickness of many persons; designate all rooms that will be used to prepare nuclear substances for administration to a <B>person</B>
Case70;REGDOC-2-10-1-Nuclear-Emergency-Preparedness-and-Response-v2-eng.pdf.txt;hazardous liquid emission; the effects of accidental radiological/nuclear and/or <B>hazardous</B> substance releases from Class I nuclear
Case71;Pub1126_scr.pdf;security measure;Meteorological information should be taken into account in estimating thedanger due to a drifting cloud as local meteorological conditions will affectdispersion. In particular, dispersion studies based on probability distributions of winddirection, wind speed and atmospheric stability class should be made.
Case72;REGDOC-2-2-4-Fitness-for-Duty-Vol-II-Managing-Alcohol-and-Drug-Use-eng.pdf.txt;damage to person; the environment and the health and safety of <B>persons</B>, maintain security, control the levels and doses
Case73;REGDOC-2-10-1-Nuclear-Emergency-Preparedness-and-Response-v2-eng.pdf.txt;safety systems blackout; and guidance of the Canadian Nuclear <B>Safety</B> Commission (CNSC) related to the development of emergency
Case74;REGDOC-2-9-1-Environmental-Principles-Assessments-and-Protection-Measures-eng.pdf.txt;participant threat; under the NSCA ...... 11 3.2.2  Applicant or licensee?s <B>participation</B>
Case75;REGDOC-1-1-5-Supplemental-Information-for-Small-Modular-Reactor-Proponents-eng.pdf.txt;water damage; traditional reactors) ? advanced reactors with alternative coolant technologies (i.e. non-<B>water</B> cooled
Case76;REGDOC-2-3-2-Accident-Management-v2-eng.pdf.txt;sickness of few persons; of <B>persons</B> and the maintenance of national security and measures required to implement international
Case77;REGDOC-2-12-3-Security-of-Nuclear-Substances-Sealed-Sources-ver2.pdf.txt;intrusion; unauthorized access and removal <B>Intrusion</B> detection system ? must provide immediate detection
Case78;REGDOC-1-6-1-Licence-Application-Guide-Nuclear-substances-and-Radiation-Devices-version2-eng.pdf.txt;external threat; (i.e. alpha, beta, gamma and neutron). The applicant must include information regarding <B>external</B>
Case79;REGDOC-1_2_1__Guidance_on_Deep_Geological_Repository_Site_Characterization.pdf.txt;human stampede; foundations, quality of <B>human</B>-made barriers constructed using overburden or other materials, waste
Case80;REGDOC-2-11-1-Waste-Management-Volume-III-Safety-Case-Long-Term-Radioactive-Management-ver2-eng.pdf.txt;human congestion; and <B>human</B> induced disruptive events ? the facility design, assumptions upon which the design is based
Case81;REGDOC-3-5-3-Regulatory-Fundamentals-eng.pdf.txt;missing people; ? sessions across Canada, to familiarize <B>people</B> with the CNSC and its role, and how they can participate
Case82;P-119_e.pdf.txt;protection of minors; for <B>protection</B> of the environment, the health and safety of persons, the maintenance of national security
Case83;REGDOC-2-3-3-Periodic-Safety-Reviews-eng.pdf.txt;hazardous emission; <B>hazard</B> control  o decontamination of personnel, equipment and structures o radiological monitoring
Case84;REGDOC-2-11-1-vol2-Management-of-Uranium-Mine-Waste-eng.pdf.txt;water damage;, the use of <B>water</B> bodies frequented by fish for the management of mine waste that contains a deleterious
Case85;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;weather incident; activity  ? the organization?s policies and <B>procedures</B> ? the candidate?s academic background and work
Case86;RD-367-Design-of-Small-Reactor-Facilities_e.pdf.txt;death of many persons;, information on ?the effects on the environment and the health and safety of <B>persons</B> that may result from
Case87;REGDOC-3-1-3-reporting-requirements-for-class-II-facilities-draft2-eng.pdf.txt;structural collapse; ......................................................................10 Appendix B: Sample <B>Structure</B> and Content for an Annual
Case88;REGDOC-2-2-2-Personnel-Training-v2-ENG.pdf.txt;object throwing; .............................................................................................. 5 5.1.3 Learning <B>objectives</B>
Case89;REGDOC-2-13-2-version2-Import-and-Export-eng.pdf.txt;information channel blackout; of controlled nuclear substances, equipment and <B>information</B>. Further <B>information</B> is also provided
Case90;REGDOC-3-3-1-Financial-Guarantees-for-Decomissioning-draft-eng.pdf.txt;structural analysis; <B>structure</B> [WBS]), schedule and uncertainty <B>analysis</B>. These four elements are described in detail
Case91;REGDOC-2-2-3-Initial-Certification-Examinations-eng.pdf.txt;electrical power blackout; Capabilities for Existing Licensed Nuclear <B>Power</B> Plants ..............74 A.1 Minimum acceptable
Case92;G-313_e.pdf.txt;missing people;, and ensuring that the right <B>people</B> receive the right training at the right time. In order to achieve ongoing
Case93;REGDOC-2-3-1-conduct-of-licensed-activities-eng.pdf.txt;affected safety systems; <B>affected</B>, or have the potential to <B>affect</B>, the quality of construction and future operational <B>safety</B>
Case94;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;human congestion;, managing <B>human</B> performance, communications) should be included.  The description of the scope can
Case95;REGDOC-3-1-1-v2-Reporting-Requirements-for-Nuclear-Power-Plants-eng.pdf.txt;structural collapse;, situations or events that prevented the security <B>structures</B>, systems, components or devices from meeting
Case96;G273_e.pdf.txt;vehicles; person(s)(specify) in respect of any facility, place, substance, <B>vehicle</B>, equipment orinformation
Case97;REGDOC2-2-4-Fitness-for-Duty-Managing-Worker-Fatigue-eng.pdf.txt;hazardous liquid emission; in depth  ? events causing radioactive releases and spills of <B>hazardous</B> substances, injuries
Case98;REGDOC-2-2-4-Fitness-for-Duty-Vol-II-Managing-Alcohol-and-Drug-Use-eng.pdf.txt;weather incident; behaviour and <B>incidents</B> related to alcohol and drug use and abuse should be documented and trended
Case99;REGDOC-2-6-1-Reliability-Programs-for-Nuclear-Power-Plants-eng.pdf.txt;weather incident; and <B>procedures</B> in accordance with the NSCA, the regulations made under the NSCA and the licence
Case100;REGDOC-2-3-3-Periodic-Safety-Reviews-eng.pdf.txt;high temperature; of review conducted for each review element: a clause-by-clause review, a <B>high</B>-level review
Case101;REGDOC-2-6-1-Reliability-Programs-for-Nuclear-Power-Plants-eng.pdf.txt;damage to person; Nuclear Facilities Regulations, which requires every <B>person</B> who is required by subsection 14(2) of those
Case102;REGDOC-2-11-1-Waste-Management-Volume-III-Safety-Case-Long-Term-Radioactive-Management-ver2-eng.pdf.txt;safety systems blackout; case context  ? <B>safety</B> strategy  ? waste management <B>system</B> description  ? <B>safety</B> assessment
Case103;REGDOC-2-14-1-vol2-Radiation-Protection-Programs-eng.pdf.txt;traffic accident; to take during normal job functions as well as in the event of an <B>accident</B>. It also explains the basic
Case104;REGDOC-3-1-2-reporting-requirements-for-non-nuclear-power-reactor-eng.pdf.txt;protection of minors; .................................................................................................................. 16 Radiation <B>protection</B>; environmental <B>protection</B>
Case105;REGDOC-2-5-2-Design-of-Reactor-Facilities-Nuclear-Power-Plants-eng.pdf.txt;protection of minors; ......................................................................................... 3 4.1.1 Radiation <B>protection</B>
Case106;REGDOC-2-3-2-Accident-Management-v2-eng.pdf.txt;weather incident; uncovered leading to <B>failure</B> of the reactor vessel, and movement of the core debris outside
Case107;REGDOC-2_2_3__Volume_III__Certification_of_Persons_Working_at_Nuclear_Power_Plants.PDF.txt;privacy protection; ................................................................................................... 23 24.2.2 Radiation <B>protection</B> training
Case108;REGDOC-2-6-3-Fitness-for-Service-Aging-Management-eng.pdf.txt;self protection;, make adequate provision for the <B>protection</B> of the environment, the health and safety of persons
Case109;44019-G147E.pdf.txt;weather incident;., an initiating event such as a fire, explosion, or a <B>failure</B> of a ventilation system) that has
Case110;REGDOC-2-5-4-Design-of-Uranium-Mines-and-Mills-Ventilation-Systems-eng.pdf.txt;affected safety systems; the health and <B>safety</B> of workers if the ventilation <B>system</B> in the licensed workplace fails to function
Case111;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;damage to person; for development purposes. b. no <B>person</B> shall transfer a radiation device for use within Canada unless
Case112;REGDOC-2-9-1-Environmental-Principles-Assessments-and-Protection-Measures-eng.pdf.txt;weather incident; and <B>radiation</B> devices, there is no interaction with the environment). If the CNSC?s review
Case113;REGDOC-2-2-1-Human-Factors-eng.pdf.txt;wastefulness; and fire protection 2.11 <B>Waste</B> management 2.12 Security 2.13 Safeguards and non-proliferation 2.14
Case114;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;internal threat;). Where necessary, the text has been adapted to make it applicable to Canada?s <B>international</B>
Case115;G121_EE.pdf.txt;privacy protection; or use radioactive materials1. It describes programs, (hereinafter, radiation <B>protection</B> programs
Case116;REGDOC-3-6-Glossary-of-CNSC-Terminology-(update-of-August-2018).pdf.txt;water blackout;. BWR (REB) See boiling <B>water</B> reactor. by-difference correction principle (BDCP) (principe de
Case117;REGDOC-1_2_1__Guidance_on_Deep_Geological_Repository_Site_Characterization.pdf.txt;wastefulness; Disposal of High-Level Radioactive <B>Waste</B>, published in September 1987.  October 2018 REGDOC-1.2.1
Case118;REGDOC-2-6-1-Reliability-Programs-for-Nuclear-Power-Plants-eng.pdf.txt;weather incident; and shutdown states of the reactor. The impact of the post-<B>accident</B> mission time should be considered
Case119;rd-364-e.pdf.txt;information channel blackout; regulatory document aims at disseminating objective regulatory <B>information</B> to stakeholders, including
Case120;REGDOC-1-1-2-Licence-Application-Guide-Construct-Nuclear-Power-Plant-eng.pdf.txt;affected safety systems; ..................................................................................... 32 6.6.5 Other <B>safety</B> <B>systems</B>
Case121;REGDOC-2-6-2-Maintenance-Programs-for-Nuclear-Power-Plants-eng.pdf.txt;conflicts; activities with testing activities to look for <B>conflicts</B> 2. as-found conditions are recorded 3. certain
Case122;REGDOC-2-9-1-Environmental-Principles-Assessments-and-Protection-Measures-eng.pdf.txt;sickness of many persons; for the protection of the environment and the health and safety of <B>persons</B> before a licence can
Case123;REGDOC-2-2-4-Fitness-for-Duty-Vol-II-Managing-Alcohol-and-Drug-Use-eng.pdf.txt;hazardous liquid emission; of radiation, and control releases of radioactive nuclear substances and <B>hazardous</B> substances
Case124;REGDOC-3-2-1-Public-Information-and-Disclosure-eng.pdf.txt;parking vehicles; necessary or applicable  ? employing multiple communications <B>vehicles</B> to enhance public understanding
Case125;REGDOC-2-11-1-Waste-Management-Volume-I-Management-of-Radioactive-Waste-eng.pdf.txt;structural analysis; facility. Draft REGDOC-2.4.4, Safety <B>Analysis</B> for Class 1B Facilities [10], provides requirements
Case126;REGDOC1-1-3-licence-to-operate-a-nuclear-power-plant-eng.pdf.txt;human congestion; appendix B): ? management system ? <B>human</B> performance management ? operating performance ? safety analysis
Case127;rd-364-e.pdf.txt;information channel blackout; <B>Information</B> This guide applies specifically to applications for approval of Type B(U) and fissile
Case128;RD-367-Design-of-Small-Reactor-Facilities_e.pdf.txt;technical threat; occurrences (AOOs) and accident conditions. This document is consistent with the philosophy and <B>technical</B>
Case129;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;weather incident; performance at a regulated facility or activity, and establishes the <B>basis</B> for the CNSC?s compliance program
Case130;REGDOC-2_2_3__Volume_III__Certification_of_Persons_Working_at_Nuclear_Power_Plants.PDF.txt;electrical power blackout;:              Certification of Persons Working at Nuclear <B>Power</B> Plants    i Preface This regulatory document was developed
Case131;REGDOC-2-11-2-Decommissioning.pdf.txt;falling hazard; assessment encompasses those <B>hazards</B> and is in compliance with applicable regulatory requirements regarding
Case132;REGDOC-2-5-1-General-Design-Considerations-Human-Factors-eng.pdf.txt;technical threat; for Addressing the <B>Technical</B> Elements .................................................. 7 4.6.4
Case133;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;access restricted areas; or less in any consecutive 365 day period, may be reinstated by the licensee without any <B>restrictions</B>
Case134;REGDOC-3-5-3-Regulatory-Fundamentals-eng.pdf.txt;affected safety systems; 1.0  August 2018 REGDOC-3.5.3, Regulatory Fundamentals   i Preface The Canadian Nuclear <B>Safety</B>
Case135;Pub1091_web.pdf;security measure;manual fire fighting capability
Case136;REGDOC-2-12-3-Security-of-Nuclear-Substances-Sealed-Sources-ver2.pdf.txt;electrical power blackout; of a nuclear facility consisting of a nuclear <B>power</B> plant, to section 3 of the NSR ? paragraph 6(1
Case137;REGDOC-2-3-3-Periodic-Safety-Reviews-eng.pdf.txt;internal threat; ........................................................................................................... 1 1.4 National and <B>international</B>
Case138;G121_EE.pdf.txt;weather incident; issues that should be acted upon in a timely manner.  Regulatory <B>Procedure</B>: a document that describes
Case139;REGDOC2-2-4-Fitness-for-Duty-Managing-Worker-Fatigue-eng.pdf.txt;sickness of many persons; of <B>persons</B>?. ? Paragraph 17(e) of the General Nuclear Safety and Control Regulations states that every
Case140;REGDOC1-4-1-licence-application-guide-class-II-nuclear-facilities-eng.pdf.txt;people crossing; are administered by the CNSC. Appendix A: Licensing Expectations and Regulatory Requirement <B>Cross</B>
Case141;REGDOC-2-7-3-Radiation-Protection-Guidelines-for-Safe-Handling-of-Decedents.pdf.txt;human congestion; radiation penetrates matter, such as the <B>human</B> body, it deposits energy. The degree of a biological
Case142;44019-G147E.pdf.txt;sickness of many persons;, as well as the effective dose and equivalent dose received by and committed to that <B>person</B>.? [Subsection
Case143;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;structural analysis; the following information: the applicant?s organizational management <B>structure</B> insofar as it may
Case144;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;hazardous liquid emission; control ? principles of radiological <B>hazard</B> control 1.1 Purpose This regulatory document provides
Case145;Pub1202_web.pdf;security measure;On the basis of this information, the measurement method can beselected and suitable instruments can be chosen and appropriately calibrated.
Case146;REGDOC-2-6-1-Reliability-Programs-for-Nuclear-Power-Plants-eng.pdf.txt;protection of minors; elements (except human factors) of a facility or activity that contribute to <B>protection</B> and safety
Case147;REGDOC-2-3-2-Accident-Management-v2-eng.pdf.txt;weather incident;? capabilities to manage the anticipated operational occurrences (AOO), <B>design</B>-<B>basis</B> <B>accidents</B> (DBA
Case148;REGDOC-2-11-1-vol2-Management-of-Uranium-Mine-Waste-eng.pdf.txt;water blackout;, to the extent practicable, the use of natural <B>water</B> bodies frequented by fish for the long-term
Case149;REGDOC-1-5-1-application-guide-radiation-devices-eng.pdf.txt;traffic accident; with <B>accidents</B> in which the prescribed equipment may be involved. Provide a copy of the instructions
Case150;REGDOC-1-5-1-application-guide-radiation-devices-eng.pdf.txt;weather incident;                                                                                     REGDOC-1.5.1, Application Guide: Certification of  <B>Radiation</B> Devices or Class II
Case151;REGDOC-2-6-3-Fitness-for-Service-Aging-Management-eng.pdf.txt;fire and explosion; be paid to identification and recording of thermal and radiation <B>hot</B> spots, and to measurement
Case152;REGDOC-2-2-3-Initial-Certification-Examinations-eng.pdf.txt;safety systems blackout; certification examinations that persons seeking initial certification by the Canadian Nuclear <B>Safety</B>
Case153;REGDOC-3-5-4-Pre-Licensing-Review-eng.pdf.txt;electrical power blackout; contained in RD/GD-369, Licence Application Guide ? Licence to Construct a Nuclear <B>Power</B> Plant [3
Case154;REGDOC-2_2_3__Volume_III__Certification_of_Persons_Working_at_Nuclear_Power_Plants.PDF.txt;sickness of few persons;/cnsc-ccsn Publishing history February 2008  RD-204, Certification of <B>Persons</B> Working at Nuclear Power
Case155;Pub1091_web.pdf;security measure;review of plant modifications to evaluate effects on fire safety
Case156;REGDOC-2-11-1-vol2-Management-of-Uranium-Mine-Waste-eng.pdf.txt;barrier; and underground developments ? natural and/or engineered <B>barriers</B> between the waste materials
Case157;REGDOC-3-1-2-reporting-requirements-for-non-nuclear-power-reactor-eng.pdf.txt;religious intentional disturbance; that the <B>intent</B> of a requirement is addressed by other means and demonstrated with supportable evidence
Case158;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;intentional disturbance; against (a) <B>intentional</B> acts that could pose a threat to the security of a high-security site; and (b
Case159;REGDOC-3-2-1-Public-Information-and-Disclosure-eng.pdf.txt;safety systems blackout; the Canadian Nuclear <B>Safety</B> Commission. Également publié en français sous le titre : L?information et
