CaseID;Document;Title;PreventiveMeasures;Incident;ReactiveMeasures
Case99;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;DesignBasisAccident;
Case100;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;DamageToPersons;
Case101;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;SelfProtection;
Case102;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;Radiation;
Case103;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;PortableBuilding;
Case104;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;Temperature;
Case105;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;StructuralAnalysis;
Case106;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;DataProtection;
Case107;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;MalfunctionOfControlSystem;
Case108;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;WaterDamage;
Case109;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;AccessRestrictedAreas;
Case110;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;Wastefulness;
Case111;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;FailureOfSafetySystem;
Case112;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;SecurityRegulationsDisregard;
Case113;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;AffectedSafetySystems;
Case114;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;ScheduleAnomaly;
Case115;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;SoundVolume;
Case116;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;TechnicalThreat;
Case117;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;LiquidEmission;
Case118;REGDOC-2-7-2-Dosimetry-vol-II-technical-and-management-system-eng-draft.pdf.txt;tempTitle;;ExternalThreat;
Case119;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;Fire;
Case120;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;WaterBlackout;
Case121;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;InternalThreat;
Case122;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;IntentionalDisturbance;
Case123;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;WeatherIncident;
Case124;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;SicknessOfFewPersons;
Case125;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;Cancellation;
Case126;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;Compliance;
Case127;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;ElectricalBlackout;
Case128;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;ConstructionThreat;
Case129;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;Children;
Case130;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;SafetySystemsBlackout;
Case131;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;PrivacyProtection;
Case132;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;FallingHazard;
Case133;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;ObjectThrowing;
Case134;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;SicknessOfManyPersons;
Case135;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;BeyondDesignBasisAccident;
Case136;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;ParkingVehicles;
Case137;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;TrafficObstacles;
Case138;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;Supervision;
Case139;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;ExcessiveNumberOfInjuries;
Case140;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;SuspiciousObject;
Case141;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;LowTemperature;
Case142;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;InformationBlackout;
Case143;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;Frost;
Case144;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;StructuralCollapse;
Case145;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;HighTemperature;
Case146;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;AnticipatedIncident;
Case147;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;TrafficStoppage;
Case148;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;TrafficNearness;
Case149;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;DivergenceFromProcedure;
Case150;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;HumanStampede;
Case151;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;MissingObjects;
Case152;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;WaterNearness;
Case153;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;Barrier;
Case154;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;HumanCongestion;
Case155;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;FireAlarm;
Case156;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;ProtectionOfMinors;
Case157;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;DeathOfManyPersons;
Case158;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;SafetyAtWork;
Case159;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;TrafficJam;
Case160;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;DesignBasisAccident;
Case161;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;DamageToPersons;
Case162;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;SelfProtection;
Case163;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;Radiation;
Case164;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;PortableBuilding;
Case165;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;ExceedingSafetyLimit;
Case166;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;Intrusion;
Case167;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;StructuralAnalysis;
Case168;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;DataProtection;
Case169;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;DangerousDancing;
Case170;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;Leak;
Case171;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;ExceedingParameters;
Case172;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;WaterDamage;
Case173;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;AccessRestrictedAreas;
Case174;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;Wastefulness;
Case175;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;SecurityRegulationsDisregard;
Case176;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;ReligiousIntentionalDisturbance;
Case177;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;AffectedSafetySystems;
Case178;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;ScheduleAnomaly;
Case179;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;PoliticalIntentionalDisturbance;
Case180;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;HeavyRain;
Case181;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;SoundVolume;
Case182;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;ExternalThreat;
Case183;REGDOC-2-5-5-design-of-radiography-eng.pdf.txt;tempTitle;;TrafficAccident;
Case184;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;Fire;
Case185;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;InternalThreat;
Case186;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;IntentionalDisturbance;
Case187;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;SicknessOfFewPersons;
Case188;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;Compliance;
Case189;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;ElectricalBlackout;
Case190;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;ConstructionThreat;
Case191;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;SafetySystemsBlackout;
Case192;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;PrivacyProtection;
Case193;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;FallingHazard;
Case194;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;SicknessOfManyPersons;
Case195;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;BeyondDesignBasisAccident;
Case196;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;ExcessiveNumberOfInjuries;
Case197;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;LowTemperature;
Case198;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;InformationBlackout;
Case199;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;StructuralCollapse;
Case200;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;HighTemperature;
Case201;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;HumanStampede;
Case202;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;HumanCongestion;
Case203;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;FireAlarm;
Case204;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;ProtectionOfMinors;
Case205;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;DeathOfManyPersons;
Case206;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;SafetyAtWork;
Case207;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;DesignBasisAccident;
Case208;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;DamageToPersons;
Case209;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;SelfProtection;
Case210;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;Radiation;
Case211;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;PortableBuilding;
Case212;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;Temperature;
Case213;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;StructuralAnalysis;
Case214;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;DataProtection;
Case215;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;DangerousDancing;
Case216;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;Leak;
Case217;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;AccessRestrictedAreas;
Case218;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;Wastefulness;
Case219;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;SecurityRegulationsDisregard;
Case220;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;ReligiousIntentionalDisturbance;
Case221;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;AffectedSafetySystems;
Case222;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;ScheduleAnomaly;
Case223;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;PoliticalIntentionalDisturbance;
Case224;REGDOC-2-5-7-Design-Testing-and-Performance-of-Exposure-Devices-eng.pdf.txt;tempTitle;;ExternalThreat;
Case225;REGDOC-3-4-1-Guide-applicants-writing-CNSC-CMDs-eng.pdf.txt;tempTitle;;Fire;
Case226;REGDOC-3-4-1-Guide-applicants-writing-CNSC-CMDs-eng.pdf.txt;tempTitle;;WaterBlackout;
Case227;REGDOC-3-4-1-Guide-applicants-writing-CNSC-CMDs-eng.pdf.txt;tempTitle;;InternalThreat;
Case228;REGDOC-3-4-1-Guide-applicants-writing-CNSC-CMDs-eng.pdf.txt;tempTitle;;SevereAccident;
Case229;REGDOC-3-4-1-Guide-applicants-writing-CNSC-CMDs-eng.pdf.txt;tempTitle;;HazardousEmission;
Case230;REGDOC-3-4-1-Guide-applicants-writing-CNSC-CMDs-eng.pdf.txt;tempTitle;;IntentionalDisturbance;
